,DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
1065,1500330600000,1500336000000,WO-0000041151,1066,15821,15821,4,,Debris & Illegal Dumping,1500305400000,Closed,1500310800000,,37.38408,-121.856511,,,,1598362985000,1600986109000,FUR,IWM-ILDM-0000015821,{5DF1B748-808E-4865-BF71-2F4350ADAE63}
1066,1552428005000,,WO-0000204069,1067,50964,50964,5,297623,Debris & Illegal Dumping,1552402805000,Closed,,,37.36824961,-121.80623833,,,190312-000479,1598363368000,1600986109000,Car seat dumped on side of road.,IWM-ILDM-0000050964,{11DECE7C-7B9F-4C0A-8CE5-D4FCA6DC9E4F}
1067,1649868960000,1649869980000,WO-0000501109,1068,131480,131480,1,,Debris & Illegal Dumping,1649843760000,Closed,1649844780000,"1 Couch , 2 Mattress , 1 General Debris",37.29588,-121.953051,,,,1647259313000,1649876517000,"Sofa, 2 mattresses, and scrap wood",IWM-ILDM-0000131480,{C518D688-2BDA-498A-B689-A5ECABB88115}
1068,1522632889000,1523380500000,WO-0000107437,1069,29296,29296,3,141419,Debris & Illegal Dumping,1522607689000,Closed,1523355300000,,37.36176682,-121.88217163,,,180401-000089,1598363163000,1600986109000,The debris is a deteriorating box spring mattress. It was left at the corner of N Bayshore Road,IWM-ILDM-0000029296,{D566F2EF-C31D-4D92-94C9-081D6DDE6836}
1069,1474483800000,1474743600000,WO-0000019561,1070,8222,8222,7,,Debris & Illegal Dumping,1474458600000,Closed,1474718400000,,37.329872,-121.836313,,,,1598362416000,1600986109000,c/s Florida Ave bags of garb,IWM-ILDM-0000008222,{D6C56360-F5A3-467E-B732-E97F137AC3C5}
1070,1453083300000,1453087200000,WO-0000003672,1071,1202,1202,4,,Debris & Illegal Dumping,1453054500000,Closed,1453058400000,,37.384019,-121.851048,,,,1598362794000,1600986109000,SOFA & LOVE SEAT,IWM-ILDM-0000001202,{E3DFC5C0-93A3-4F9C-8A34-C2A0DF0A499A}
1071,1646589261000,,WO-0000493558,1072,129042,129042,4,943851,Debris & Illegal Dumping,1646560461000,Open,,,37.392429,-121.9336119,,,220306-000093,1643972467000,1646593270000,THIS IS A TEST PLEASE DELETE,IWM-ILDM-0000129042,{A7CD1B0E-187C-4A02-AB5C-5ECF277F7204}
1072,1526491838000,1526927100000,WO-0000118967,1073,31985,31985,5,160992,Debris & Illegal Dumping,1526466638000,Closed,1526901900000,1 Garbage,37.3568195,-121.8405378,,,180516-000178,1598363198000,1600986109000,"Tenants living in back unit at 141 Foss Ave, specifically resident/owner of White Jeep Patriot (License #7UYL608) continuously dump trash from their abandoned vehicles onto the streets.",IWM-ILDM-0000031985,{414A8AED-A62E-4E22-9C75-948B12C18F22}
1073,1582152337000,1582383540000,WO-0000314083,1074,75770,75770,3,483139,Debris & Illegal Dumping,1582123537000,Closed,1582354740000,"1 Garbage , 1 Mattress , 1 Other Furniture",37.35964589,-121.9025635,,,200219-000404,1598362665000,1600986109000,Dumping,IWM-ILDM-0000075770,{FFA909D3-692A-4591-9A35-85A02E8B2F08}
1074,1504809599000,1504979160000,WO-0000056684,1075,18769,18769,6,47535,Debris & Illegal Dumping,1504784399000,Closed,1504953960000,1 Mattress,37.31148,-121.9233,,,170907-000294,1598362485000,1600986109000,Mattress at park strip in front of speed sign,IWM-ILDM-0000018769,{624CD734-17B9-44F8-A202-6DE1CC57CD7A}
1075,1547832840000,1548271500000,WO-0000189055,1076,47949,47949,4,,Debris & Illegal Dumping,1547804040000,Closed,1548242700000,"1 Couch , 3 Other Furniture",37.40509,-121.870648,,,,1598363314000,1600986109000,cs Camargo Dr leather sofa acf address,IWM-ILDM-0000047949,{98FFAF71-3A51-420E-8BBC-67C11853B378}
1076,1576003069000,1576008000000,WO-0000290444,1077,70099,70099,3,444633,Debris & Illegal Dumping,1575974269000,Closed,1575979200000,,37.37660217,-121.90572347,,,191210-000149,1598362727000,1600986109000,Illegally dumped sofa,IWM-ILDM-0000070099,{C143BBD0-0431-42F8-AC91-29A26039D63E}
1077,1600167780000,,WO-0000367516,1078,92280,92280,2,,Debris & Illegal Dumping,1600142580000,Closed,,,37.256071,-121.801944,,,,1598363384000,1600986109000,"Debris in the bike lane, possible screws",IWM-ILDM-0000092280,{81A1FB63-B4BC-40C4-BF53-80775BFDA85C}
1078,1586292314000,1586526660000,WO-0000328116,1079,79154,79154,3,509713,Debris & Illegal Dumping,1586267114000,Closed,1586501460000,,37.34455002,-121.87324259,,,200407-000312,1598362562000,1600986109000,Garbage piles by trash can.,IWM-ILDM-0000079154,{FC52C6C0-14D5-4AE8-A88B-9ABC75713941}
1079,1625451932000,1625592000000,WO-0000439336,1080,113672,113672,6,763314,Debris & Illegal Dumping,1625426732000,Closed,1625566800000,"2 Mattress , 1 General Debris , 1 Other Furniture",37.32057621,-121.91780769,,,210704-000239,1623016961000,1625634178000,Douglas,IWM-ILDM-0000113672,{A31C73AC-5A38-45C3-B896-B761DD936B3B}
1080,1614910406000,1614962160000,WO-0000405154,1081,102895,102895,3,671022,Debris & Illegal Dumping,1614881606000,Closed,1614933360000,,37.34425061,-121.89525462,,,210304-000629,1612371672000,1614992474000,2 refrigerators,IWM-ILDM-0000102895,{C61BB71F-E93E-4526-B808-CA98CA6980ED}
1081,1623014927000,1623092400000,WO-0000430708,1082,110639,110639,3,739689,Debris & Illegal Dumping,1622989727000,Closed,1623067200000,,37.3616103,-121.8865316,,,210606-000191,1620496892000,1623114096000,Dumping is occurring at the corner of Hedding and N Bayshore on the 101 side! A homeless encampment and a bunch of illegal dumping has made this corner a complete health and safety disaster. I have observed major appliances being stored just up the slop..,IWM-ILDM-0000110639,{9013144F-43D3-40A0-97FD-EA188F186538}
1082,1516832417000,1517327580000,WO-0000089865,1083,25408,25408,1,111097,Debris & Illegal Dumping,1516803617000,Closed,1517298780000,"2 Couch , 1 Mattress , 2 Other Furniture",37.307569,-121.9718366,,,180124-000395,1598362368000,1600986109000,Across the street from 4005 Will Rogers Dr,IWM-ILDM-0000025408,{91AB1305-6CCD-4A89-9FC6-01F6A4A1B807}
1083,1585906753000,1587409920000,WO-0000327333,1084,78910,78910,8,507780,Debris & Illegal Dumping,1585881553000,Closed,1587384720000,,37.32629772,-121.78212192,,,200403-000000,1598362574000,1600986109000,On Ruby Ave between Quimby and Simberlan,IWM-ILDM-0000078910,{C1DB33E0-0941-410F-AC9B-94B3111D4CAD}
1084,1580228092000,1580240940000,WO-0000306194,1085,73911,73911,8,470390,Debris & Illegal Dumping,1580199292000,Closed,1580212140000,,37.32973424,-121.81312624,,,200128-000059,1598362888000,1600986109000,Garbage bags.  VTA entrance by Tully rd behind dealership,IWM-ILDM-0000073911,{88722BEE-723A-466A-9E7C-41BAD9130FA7}
1085,1573586100000,1573838700000,WO-0000281489,1086,68123,68123,5,,Debris & Illegal Dumping,1573557300000,Closed,1573809900000,,37.345686,-121.852102,,,,1598362618000,1600986109000,need to conform YW piles for GreenWaste pick up,IWM-ILDM-0000068123,{D74158DB-5916-46A5-9F64-1B7CA3B8726A}
1086,1612304970000,1612468800000,WO-0000397976,1087,100628,100628,6,656308,Debris & Illegal Dumping,1612276170000,Closed,1612440000000,,37.3270673,-121.9296893,,,210202-000443,1610229687000,1612850495000,On side street/ Forest Ave Large pile of dirt about the size of a sedan car,IWM-ILDM-0000100628,{9C281786-B85F-4C0B-A88F-D32571AE63B8}
1087,1632080704000,1632255720000,WO-0000459491,1088,119701,119701,3,827297,Debris & Illegal Dumping,1632055504000,Closed,1632230520000,2 General Debris,37.32493035,-121.87382783,,,210919-000134,1629669708000,1632286919000,On the corner of Bestor st and  s 7 th st,IWM-ILDM-0000119701,{90D4C561-62B0-490C-88FB-3597773C1348}
1088,1599295149000,1599684000000,WO-0000365829,1089,91774,91774,10,596185,Debris & Illegal Dumping,1599269949000,Closed,1599658800000,.2 General Debris,37.22535976,-121.87395317,,,200905-000003,1598362465000,1600986109000,By Ontario Lane and Off San Tomas Aquini,IWM-ILDM-0000091774,{45571796-1413-407C-8477-F820B56F74B8}
1089,1479242940000,1479397907000,WO-0000022751,1090,9490,9490,6,,Debris & Illegal Dumping,1479214140000,Closed,1479369107000,7 Mattress,37.34334,-121.915632,,,,1598362417000,1644606318000,c/s Chestnut st- 3 mattresses- wood frames,IWM-ILDM-0000009490,{F1250D9E-894A-46A8-8806-3C277EFCB513}
1090,1616699160000,1616699220000,WO-0000410500,1091,104480,104480,4,,Debris & Illegal Dumping,1616673960000,Closed,1616674020000,"2 Garbage , 1 Shopping Cart",37.400976,-121.878713,,,,1614092746000,1616709950000,Cart with garbage,IWM-ILDM-0000104480,{B0D525CC-34D0-46B9-8FB9-91396BF07C11}
1091,1560174120000,1560174240000,WO-0000231337,1092,57172,57172,7,,Debris & Illegal Dumping,1560148920000,Closed,1560149040000,2 Garbage,37.331928,-121.835778,,,,1598363329000,1600986109000,Garbage bags,IWM-ILDM-0000057172,{670124D2-E492-4596-B469-B5CD65C1C592}
1092,1658256894000,1658759400000,WO-0000519796,1093,137349,137349,7,1049194,Debris & Illegal Dumping,1658231694000,Closed,1658734200000,,37.2962774,-121.8326194,,,220719-000402,1656194488000,1658811691000,"Wooden pallets, construction items, and other miscellaneous items can be found in front of the address given.",IWM-ILDM-0000137349,{9220444C-FDCA-4FAE-A03A-148FA1313A3C}
1093,1625019076000,1626207660000,WO-0000437997,1094,113174,113174,3,759830,Debris & Illegal Dumping,1624993876000,Closed,1626182460000,,37.32729252,-121.86975448,,,210629-000947,1623621706000,1626238924000,Chairs,IWM-ILDM-0000113174,{40180177-2E29-4EC0-A843-7C901E2F6B78}
1094,1652816702000,1652821543000,WO-0000507523,1095,133622,133622,5,996405,Debris & Illegal Dumping,1652791502000,Closed,1652796343000,,37.3631241,-121.8273114,,,220517-000454,1650218485000,1652835686000,LyndAle Ave.,IWM-ILDM-0000133622,{BA38EF44-C7DB-4DAE-AA0E-723FECFF47D4}
1095,1621823476000,1622296800000,WO-0000426829,1096,109226,109226,3,729249,Debris & Illegal Dumping,1621798276000,Closed,1622271600000,"1 Construction Debris , 1 Garbage , 1 General Debris , 3 Other Furniture",37.3330413,-121.8640664,,,210523-000327,1619906514000,1622523723000,Garbage,IWM-ILDM-0000109226,{9B7AC8C1-026E-4861-AA18-0F9396B12A2F}
1096,1623097006000,1624305600000,WO-0000430991,1097,110762,110762,8,740476,Debris & Illegal Dumping,1623071806000,Closed,1624280400000,"3 Garbage , 2 General Debris",37.34956539,-121.79239593,,,210607-000612,1621720882000,1624338101000,On Pleasant Knoll near Estate View,IWM-ILDM-0000110762,{3B2E3FB7-E093-4343-9B9C-6A67687BC186}
1097,1456327440000,1456334100000,WO-0000006207,1098,2228,2228,3,,Debris & Illegal Dumping,1456298640000,Closed,1456305300000,,37.34196,-121.88226,,,,1598363294000,1600986109000,springs from mattress & toddler bed,IWM-ILDM-0000002228,{94B2A81C-EF92-4A7E-9EC5-86F0CCDC099B}
1098,1651165800000,1651165920000,WO-0000503887,1099,132365,132365,5,,Debris & Illegal Dumping,1651140600000,Closed,1651140720000,2 Garbage,37.364282,-121.827371,,,,1648555280000,1651172482000,Bags of garbage,IWM-ILDM-0000132365,{AA377A17-4425-4784-A5C8-62A0091425C0}
1099,1631636737000,1632430320000,WO-0000458344,1100,119443,119443,5,823157,Debris & Illegal Dumping,1631611537000,Closed,1632405120000,"4 Garbage , 1 General Debris",37.3515595,-121.8112641,,,210914-000185,1629842586000,1632459795000,Front of house by curb,IWM-ILDM-0000119443,{6349E3F7-AF46-4A51-BCD4-F33FFD4D3513}
1100,1555690800000,1555690920000,WO-0000215364,1101,53496,53496,1,,Debris & Illegal Dumping,1555665600000,Closed,1555665720000,"3 General Debris , 2 Other Furniture , 1 Shopping Cart",37.305187,-121.971479,,,,1598362983000,1600986109000,Chair shopping cart and desk general debris,IWM-ILDM-0000053496,{DAF288C0-5566-4EA9-A912-089466D5B073}
1101,1631501399000,1632169800000,WO-0000457992,1102,119344,119344,2,821834,Debris & Illegal Dumping,1631476199000,Closed,1632144600000,"1 Construction Debris , 2 E-waste, 11 Garbage , 3 General Debris , 1 Other Furniture , 2 TV Set",37.2787911,-121.8159804,,,210912-000319,1629583287000,1632200495000,Junk dumped and spread out along the sidewalk near Serenade and Symphony. In front of 603 on the other side with no driveway.,IWM-ILDM-0000119344,{7FF3F16B-43D5-41F5-843F-A9A1F7A6AA1A}
1102,1565874682000,1565965980000,WO-0000253557,1103,61826,61826,6,380514,Debris & Illegal Dumping,1565849482000,Closed,1565940780000,1 Other Furniture,37.32614149,-121.90798961,,,190815-000013,1598363060000,1600986109000,Pink desk in parkstrip,IWM-ILDM-0000061826,{3A4E74D4-CB2D-4ED3-8827-A50663F0013F}
1103,1591039620000,1591045440000,WO-0000342449,1104,84193,84193,7,,Debris & Illegal Dumping,1591014420000,Closed,1591020240000,,37.313432,-121.822432,,,,1598362449000,1600986109000,"3 MATTRESSES, CHAIR LEFT ON CURB",IWM-ILDM-0000084193,{1667C7F3-8897-49A6-8E19-F65C8A59A56C}
1104,1649964186000,1650645960000,WO-0000501425,1105,131567,131567,3,972431,Debris & Illegal Dumping,1649938986000,Closed,1650620760000,1 General Debris,37.34687271,-121.89305839,,,220414-000349,1648072903000,1650690108000,Corner 5th and Empire. Glass and wood,IWM-ILDM-0000131567,{AE302A12-E11B-446B-A859-BA5354954CE2}
1105,1511559780000,1511909757000,WO-0000075948,1106,22417,22417,5,83313,Debris & Illegal Dumping,1511530980000,Closed,1511880957000,,37.33758,-121.8266,,,171124-000111,1598363160000,1600986109000,"Under a sign that says ""no illegal dumping."" I assume this trash is from all the RV's parked on the street that have been here for weeks.",IWM-ILDM-0000022417,{F709BF2A-8F61-429A-A373-FDAEC9D55E73}
1106,1527700709000,1527805500000,WO-0000122338,1107,32705,32705,1,166719,Debris & Illegal Dumping,1527675509000,Closed,1527780300000,1 Mattress,37.30748367,-121.97317505,,,180530-000178,1598362712000,1600986109000,Mattress,IWM-ILDM-0000032705,{03C12601-BC8D-43A0-95C0-9BE18E0F3A8D}
1107,1634660858000,1634756400000,WO-0000465688,1108,121480,121480,7,849696,Debris & Illegal Dumping,1634635658000,Closed,1634731200000,,37.2855922,-121.8297277,,,211019-000156,1632139266000,1634756468000,Richdale and Ezie,IWM-ILDM-0000121480,{7EA4417B-0611-4A3C-82D4-AB7C71EEE3FE}
1108,1597672429000,1597686178000,WO-0000361797,1109,90520,90520,6,587450,Debris & Illegal Dumping,1597647229000,Closed,1597660978000,1 Other E-waste,37.31984483,-121.89147417,,,200817-000011,1598363302000,1644606318000,Furniture blocking sidewalk,IWM-ILDM-0000090520,{0598A753-CE25-4294-9CD5-9D96106C1000}
1109,1647363780000,1647367200000,WO-0000495357,1110,129554,129554,1,,Debris & Illegal Dumping,1647338580000,Closed,1647342000000,,37.306594,-121.973216,,,,1644753689000,1647370891000,bed mattresses,IWM-ILDM-0000129554,{0827E8A8-2CDA-4818-A322-A2F0B9E5C80F}
1110,1459540500000,1459547040000,WO-0000008947,1111,3286,3286,8,,Debris & Illegal Dumping,1459515300000,Closed,1459521840000,,37.324793,-121.792732,,,,1598362884000,1600986109000,4 bags of yw interfering with the bus pulling into the bus stop-,IWM-ILDM-0000003286,{B9C9494F-448B-4DBE-BED6-72D419AA827B}
1111,1512756454000,1512758097000,WO-0000078818,1112,23078,23078,3,89904,Debris & Illegal Dumping,1512727654000,Closed,1512729297000,1 Refrigerator,37.31489844,-121.87764821,,,171208-000137,1598363140000,1600986109000,Refirdgerator on sidewalk (WITH DOORS STILL ON IT).,IWM-ILDM-0000023078,{6A637C44-EE3A-4A02-A4C8-B919EE1B2ABE}
1112,1645025040000,1645029000000,WO-0000490163,1113,128054,128054,7,,Debris & Illegal Dumping,1644996240000,Closed,1645000200000,1 Other Furniture,37.307835,-121.822031,,,,1642417274000,1645038076000,General debris,IWM-ILDM-0000128054,{3E3AC5E5-6A11-4247-8DEB-48B35E5AABDE}
1113,1583759624000,1583940420000,WO-0000320874,1114,77320,77320,5,493926,Debris & Illegal Dumping,1583734424000,Closed,1583915220000,"3 Garbage , 2 General Debris",37.353281,-121.83715582,,,200309-000005,1598362450000,1600986109000,Summer St and Dobern Ave,IWM-ILDM-0000077320,{6BE6E863-8FAD-4716-89E9-D5B097A04082}
1114,1566725318000,1567111500000,WO-0000256809,1115,62493,62493,5,386432,Debris & Illegal Dumping,1566700118000,Closed,1567086300000,,37.35154331,-121.83007814,,,190825-000000,1598362594000,1600986109000,4 weeks after 2 trees cut down tree cuttings are still on the street.,IWM-ILDM-0000062493,{06662867-B9B4-424C-A128-F9ED29A65FF5}
1115,1628284680000,1628698320000,WO-0000449159,1116,117076,117076,7,,Debris & Illegal Dumping,1628259480000,Closed,1628673120000,,37.318729,-121.822431,,,,1626127310000,1628744529000,"trash and debris, shopping carts, furniture and debris.",IWM-ILDM-0000117076,{591117B0-292D-433E-914A-CD542104EFBF}
1116,1497045240000,1497355200000,WO-0000037611,1117,14670,14670,5,,Debris & Illegal Dumping,1497020040000,Closed,1497330000000,2 Garbage,37.377515,-121.853271,,,,1598362528000,1644606318000,3 bags of garbage against wall,IWM-ILDM-0000014670,{1015244F-7059-41D4-B245-7DD334DD9370}
1117,1497795660000,1497709800000,WO-0000038242,1118,14949,14949,1,,Debris & Illegal Dumping,1497770460000,Closed,1497684600000,1 General Debris,37.316115,-121.959783,,,,1598363188000,1600986109000,Picked up bottles and cans. Complete.,IWM-ILDM-0000014949,{C5A1668A-9382-4F2C-BC6C-4B971A5A893D}
1118,1467128460000,1468259880000,WO-0000014511,1119,5862,5862,3,,Debris & Illegal Dumping,1467103260000,Closed,1468234680000,,37.36239,-121.877381,,,,1598363101000,1644606318000,c/s Timothy Dr-  1 matttress,IWM-ILDM-0000005862,{F04D7751-CA2A-40D9-B23C-5FCC67D566A8}
1119,1595975938000,1596825300000,WO-0000357502,1120,89185,89185,3,578664,Debris & Illegal Dumping,1595950738000,Closed,1596800100000,,37.33805905,-121.87663272,,,200728-000527,1598362910000,1600986109000,Couch at 215 S 12th st. Nearest cross street is E San Antonio,IWM-ILDM-0000089185,{B23F4A6A-B52D-4351-B7A3-15832CFFACFA}
1120,1561499954000,1561578900000,WO-0000236731,1121,58302,58302,3,351731,Debris & Illegal Dumping,1561474754000,Closed,1561553700000,"2 Garbage , 1 Universal Waste",37.35065448,-121.87880604,,,190625-000457,1598362752000,1600986109000,There is illegally dumped trash on my neighbor's lawn next to my garage.,IWM-ILDM-0000058302,{DD4C5B0A-7860-43AE-8129-B4D4F7FBFD80}
1121,1556664736000,1557503340000,WO-0000218777,1122,54272,54272,1,322002,Debris & Illegal Dumping,1556639536000,Closed,1557478140000,,37.30583955,-121.97239682,,,190430-000520,1598363171000,1600986109000,Furniture,IWM-ILDM-0000054272,{185ACA64-1931-4471-A0C9-0D1873EDBCDA}
1122,1505077080000,1505073600000,WO-0000057477,1123,18919,18919,2,,Debris & Illegal Dumping,1505051880000,Closed,1505048400000,1 General Debris,37.2513862,-121.830907,,,,1598362683000,1644606318000,Glass in roadway.,IWM-ILDM-0000018919,{CB6F2EE3-D5BA-46D6-8970-C4AFC8D06E6C}
1123,1515532845000,1515696900000,WO-0000085555,1124,24472,24472,5,103191,Debris & Illegal Dumping,1515504045000,Closed,1515668100000,1 Mattress,37.35376,-121.8508,,,180109-000291,1598362812000,1600986109000,More illegal dumping on Tierra Encantada Way,IWM-ILDM-0000024472,{F1213380-E189-404E-BEE3-6421995A15E1}
1124,1530127380000,1530655860000,WO-0000130850,1125,34628,34628,3,,Debris & Illegal Dumping,1530102180000,Closed,1530630660000,"2 Construction Debris , 12 Garbage , 13 General Debris , 12 Universal Waste , 12 Yard Waste",37.315169,-121.880105,,,,1598363177000,1600986109000,"mattresses, clothes",IWM-ILDM-0000034628,{A21E8F10-7D48-4917-9A87-87F7D216898E}
1125,1514405640000,1515264480000,WO-0000082625,1126,23865,23865,7,,Debris & Illegal Dumping,1514376840000,Closed,1515235680000,,37.32147,-121.836992,,,,1598362646000,1600986109000,"Illegal dumping. 8 mattresses, head board, and drawer.",IWM-ILDM-0000023865,{E8FD2845-99F2-4272-891E-27B67116F616}
1126,1595088485000,1595271600000,WO-0000354982,1127,88212,88212,3,574049,Debris & Illegal Dumping,1595063285000,Closed,1595246400000,,37.34708061,-121.89183258,,,200718-000020,1598362912000,1600986109000,Just south of RR tracks in the street,IWM-ILDM-0000088212,{775594AD-37F7-4512-9D20-B83F26D60F0C}
1127,1518112760000,1518291420000,WO-0000093946,1128,26303,26303,1,118601,Debris & Illegal Dumping,1518083960000,Closed,1518262620000,4 Other Furniture,37.31414795,-121.95367432,,,180208-000133,1598362994000,1600986109000,Table,IWM-ILDM-0000026303,{11972D76-8C4B-4A07-8D64-30ADDB881B9C}
1128,1560010680000,1560010920000,WO-0000230977,1129,57074,57074,3,,Debris & Illegal Dumping,1559985480000,Closed,1559985720000,"16 Garbage , 2 General Debris , 2 Universal Waste , 2 Yard Waste",37.343392,-121.859048,,,,1598363278000,1600986109000,16 bags of garbage dump,IWM-ILDM-0000057074,{FA6B97D0-6931-4C87-97A8-96D7E1880C53}
1129,1648568486000,1648580400000,WO-0000498152,1130,130449,130449,9,960221,Debris & Illegal Dumping,1648543286000,Closed,1648555200000,,37.25608737,-121.89456782,,,220329-000099,1645963296000,1648580498000,Tampico and Calle de Gilda. Looks like it was dumped last evening,IWM-ILDM-0000130449,{C9BF276F-3682-429F-8975-D15CFF58D411}
1130,1578328486000,1578606300000,WO-0000297993,1131,71853,71853,5,457428,Debris & Illegal Dumping,1578299686000,Closed,1578577500000,,37.33781039,-121.83936294,,,200106-000077,1598362879000,1600986109000,Junk,IWM-ILDM-0000071853,{E2A50F26-7B9F-4953-8A37-21ABFD819654}
1131,1627426746000,1627443000000,WO-0000446360,1132,116018,116018,3,783341,Debris & Illegal Dumping,1627401546000,Closed,1627417800000,,37.34786458,-121.88244462,,,210727-000899,1625522507000,1628139725000,On the sidewalk,IWM-ILDM-0000116018,{46DC8583-33EB-4660-967E-2ED4B4D61AE3}
1132,1566932758000,1567101180000,WO-0000257649,1133,62667,62667,6,387839,Debris & Illegal Dumping,1566907558000,Closed,1567075980000,,37.32170362,-121.91720031,,,190827-000349,1598362476000,1600986109000,Mattress /sofa cushion,IWM-ILDM-0000062667,{678EED3D-CA15-4731-BEDF-9FD10B9DD8F1}
1133,1638884811000,1638902280000,WO-0000475987,1134,124329,124329,5,884989,Debris & Illegal Dumping,1638856011000,Closed,1638873480000,1 Garbage,37.36271994,-121.83086151,,,211207-000030,1636282878000,1638903680000,Nancy Ln,IWM-ILDM-0000124329,{DC4A5B0E-16D6-423C-9BC5-91E16ED88C64}
1134,1575658897000,1575754260000,WO-0000289337,1135,69828,69828,5,442881,Debris & Illegal Dumping,1575630097000,Closed,1575725460000,,37.35878086,-121.85123608,,,191206-000193,1598362655000,1600986109000,"Bag of garbages , car seat , tires",IWM-ILDM-0000069828,{86E7DA01-E2FC-44D6-A50D-5A5197C2C2CD}
1135,1518285888000,1519152420000,WO-0000094510,1136,26437,26437,6,119665,Debris & Illegal Dumping,1518257088000,Closed,1519123620000,,37.3141081,-121.9013731,,,180210-000104,1598362740000,1600986109000,damaged office chair,IWM-ILDM-0000026437,{41269DFA-37EF-45BF-9A18-3E2D93C651FF}
1136,1619117880000,1619118000000,WO-0000418523,1137,106633,106633,4,,Debris & Illegal Dumping,1619092680000,Closed,1619092800000,1 Garbage,37.394193,-121.844274,,,,1616522458000,1619139661000,Deak,IWM-ILDM-0000106633,{F4082405-FB42-4F06-86F0-23D601D697AB}
1137,1533656099000,1534789200000,WO-0000143418,1138,37758,37758,3,199006,Debris & Illegal Dumping,1533630899000,Closed,1534764000000,,37.31733083,-121.87201381,,,180807-000055,1598363226000,1600986109000,Garbage dumped please have cleaned up there’s a school a cross the street.  Thank you!!,IWM-ILDM-0000037758,{43B5EBCB-BDC6-4AD1-8830-7A0216361774}
1138,1661018460000,1661027400000,WO-0000526357,1139,139517,139517,7,,Debris & Illegal Dumping,1660993260000,Closed,1661002200000,1 Other Furniture,37.292232,-121.838847,,,,1658404880000,1661022083000,Chair,IWM-ILDM-0000139517,{77E57F0B-9807-4F08-AB23-0AC065D3000C}
1139,1534262040000,1535649180000,WO-0000145536,1140,38232,38232,8,,Debris & Illegal Dumping,1534236840000,Closed,1535623980000,,37.317677,-121.800672,,,,1598363241000,1600986109000,Sofa cushion 5 or 6 pieces,IWM-ILDM-0000038232,{DD7E86F8-24C1-4194-8B62-4939D9114E9E}
1140,1612806720000,1612894740000,WO-0000399338,1141,100969,100969,3,,Debris & Illegal Dumping,1612777920000,Closed,1612865940000,"2 Couch , 2 General Debris , 1 Other Furniture",37.319736,-121.885561,,,,1610276477000,1612897280000,furniture illegally dumped near the intersection at curb,IWM-ILDM-0000100969,{686B7C26-551C-488F-84BF-1931B63377D9}
1141,1564696743000,1565117100000,WO-0000249297,1142,60871,60871,1,372876,Debris & Illegal Dumping,1564671543000,Closed,1565091900000,"2 Mattress , 2 General Debris , 2 Other Furniture , 6 Universal Waste",37.2959194,-121.9706616,,,190801-000481,1598362372000,1600986109000,"mattress, mirror on corner of Clarita ave and Penwith Ave",IWM-ILDM-0000060871,{6C66F393-56CC-4CEF-BB28-F5EC8B668818}
1142,1463520540000,1463520600000,WO-0000012504,1143,4888,4888,3,,Debris & Illegal Dumping,1463495340000,Closed,1463495400000,,37.319625,-121.873683,,,,1598362755000,1600986109000,Alley #25 from Rose to WW RR Tracks btwn Hollywood & Humboldt,IWM-ILDM-0000004888,{88284343-AEBF-40A9-97F4-5968309E284E}
1143,1635206484000,1635274800000,WO-0000467097,1144,121759,121759,4,854244,Debris & Illegal Dumping,1635181284000,Closed,1635249600000,,37.37035681,-121.86631842,,,211025-000670,1632657692000,1635274894000,Cape Diamond Dr,IWM-ILDM-0000121759,{E306D2DD-7415-4673-AD8F-44794D8A89A2}
1144,1637938251000,1638216000000,WO-0000473908,1145,123696,123696,9,877676,Debris & Illegal Dumping,1637909451000,Closed,1638187200000,,37.2373488,-121.9029736,,,211126-000016,1635631294000,1638252097000,Lots of stuff,IWM-ILDM-0000123696,{8C1811EF-9123-475F-8827-BF8B5C23E08A}
1145,1573831208000,1574188500000,WO-0000282672,1146,68375,68375,3,431844,Debris & Illegal Dumping,1573802408000,Closed,1574159700000,1 General Debris,37.3489375,-121.8619401,,,191115-000035,1598362928000,1600986109000,Junk,IWM-ILDM-0000068375,{CAB56AE7-0746-4B61-BD83-7F9D98881A8F}
1146,1581350100000,1581350280000,WO-0000310605,1147,74997,74997,8,,Debris & Illegal Dumping,1581321300000,Closed,1581321480000,1 General Debris,37.317482,-121.789638,,,,1598362620000,1600986109000,Debris,IWM-ILDM-0000074997,{BEF359E6-D5B3-400A-B5EE-4B89088EA0B2}
1147,1520381595000,1520535840000,WO-0000100902,1148,27905,27905,3,130337,Debris & Illegal Dumping,1520352795000,Closed,1520507040000,"2 Couch , 2 Other Furniture",37.33243561,-121.88098907,,,180306-000433,1598362722000,1600986109000,Two chairs and some end tables,IWM-ILDM-0000027905,{AA26039E-A327-4149-AC2A-6F3A53AE8C0A}
