DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
2022-06-09 10:05:00 America/Los_Angeles,2022-06-09 10:07:00 America/Los_Angeles,WO-0000511722,1032,135071,135071,4,,Debris & Illegal Dumping,2022-06-09 03:05:00 America/Los_Angeles,Closed,1654772820000,3 Garbage,37.387025,-121.869952,,,,2022-05-10 04:01:17 America/Los_Angeles,2022-06-09 11:01:19 America/Los_Angeles,Plastic Debris,IWM-ILDM-0000135071,{80F2C816-879F-494A-9B4F-1E544E0A67AD}
2018-07-20 07:09:39 America/Los_Angeles,2018-07-26 14:06:00 America/Los_Angeles,WO-0000137985,1033,36384,36384,1,190053,Debris & Illegal Dumping,2018-07-20 00:09:39 America/Los_Angeles,Closed,1532617560000,"1 Construction Debris , 1 Other Furniture",37.29508214,-121.99710835,,,180720-000046,2020-08-25 05:47:24 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Dumped furniture incul de sac on Graves,IWM-ILDM-0000036384,{AD3F3539-DC49-4850-8AD6-735B958499C9}
2018-04-26 09:51:57 America/Los_Angeles,2018-04-26 14:52:00 America/Los_Angeles,WO-0000113734,1034,30786,30786,6,152407,Debris & Illegal Dumping,2018-04-26 02:51:57 America/Los_Angeles,Closed,1524757920000,,37.315264,-121.889227,,,180426-000160,2020-08-25 05:38:12 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,I have reported trash being dumped at this location since two weeks ago. Now today a little before 5:30 am I again obseved a city truck dumping trash. The license plate number is 1434373. I have pictures and video! HELP!,IWM-ILDM-0000030786,{FA46571E-D4C2-42D8-B18A-90B2CC96777B}
2022-07-20 12:06:00 America/Los_Angeles,2022-07-20 12:18:00 America/Los_Angeles,WO-0000520129,1035,137473,137473,1,,Debris & Illegal Dumping,2022-07-20 05:06:00 America/Los_Angeles,Closed,1658323080000,"1 Couch , 4 General Debris , 1 Other Furniture",37.299403,-121.95695,,,,2022-06-20 10:01:23 America/Los_Angeles,2022-07-20 17:01:24 America/Los_Angeles,Couch cabinet debris,IWM-ILDM-0000137473,{B43BD9A9-CE82-4508-A3E4-66F50ECCA802}
2022-05-03 06:27:00 America/Los_Angeles,2022-05-03 06:29:00 America/Los_Angeles,WO-0000504683,1036,132634,132634,3,,Debris & Illegal Dumping,2022-05-02 23:27:00 America/Los_Angeles,Closed,1651562940000,"2 Garbage , 3 General Debris",37.344034,-121.878137,,,,2022-04-03 04:01:19 America/Los_Angeles,2022-05-03 11:01:21 America/Los_Angeles,Carpet trash,IWM-ILDM-0000132634,{F9011539-BE2A-4BCA-B78D-FF249CB1694F}
2021-08-06 16:58:07 America/Los_Angeles,2021-08-18 07:41:00 America/Los_Angeles,WO-0000449246,1037,117105,117105,2,792453,Debris & Illegal Dumping,2021-08-06 09:58:07 America/Los_Angeles,Closed,1629276060000,1 Other Furniture,37.27809531,-121.82793435,,,210806-000810,2021-07-19 14:01:46 America/Los_Angeles,2021-08-18 21:01:59 America/Los_Angeles,Junk,IWM-ILDM-0000117105,{423519AB-A64A-4311-8F0B-114D04969754}
2017-01-18 11:22:00 America/Los_Angeles,2017-01-27 12:00:00 America/Los_Angeles,WO-0000026702,1038,10682,10682,5,,Debris & Illegal Dumping,2017-01-18 03:22:00 America/Los_Angeles,Closed,1485518400000,3 Mattress,37.358353,-121.855683,,,,2020-08-25 05:41:54 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,3 mattresses- bags-,IWM-ILDM-0000010682,{DDEC5A63-483A-46DE-99C3-198D4F5EC209}
2017-08-21 10:20:54 America/Los_Angeles,2017-08-21 12:25:04 America/Los_Angeles,WO-0000051647,1039,17892,17892,6,38724,Debris & Illegal Dumping,2017-08-21 03:20:54 America/Los_Angeles,Closed,1503321904000,"2 Couch , 1 Other Furniture",37.30586,-121.9195,,,170821-000282,2020-08-25 05:45:20 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"See photo-2 couches, entertainment center on sidewalk",IWM-ILDM-0000017892,{462884C1-B5B4-45AD-A420-E4ADB02F4E4F}
2019-10-02 14:11:58 America/Los_Angeles,2019-10-03 09:05:00 America/Los_Angeles,WO-0000269314,1040,65440,65440,7,408456,Debris & Illegal Dumping,2019-10-02 07:11:58 America/Los_Angeles,Closed,1570097100000,1 TV Set,37.3299029,-121.8470648,,,191002-000449,2020-08-25 05:38:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"x street santee, tv dumped",IWM-ILDM-0000065440,{0154B01F-3312-4D7D-B57B-3278D51B681A}
2016-04-29 08:38:00 America/Los_Angeles,2016-05-02 13:30:00 America/Los_Angeles,WO-0000011010,1041,4178,4178,3,,Debris & Illegal Dumping,2016-04-29 01:38:00 America/Los_Angeles,Closed,1462199400000,,37.361308,-121.902056,,,,2020-08-25 05:43:15 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s 7th St- couch- garbage,IWM-ILDM-0000004178,{EF7730CC-7446-4CB3-B3B1-F137ADAD8B29}
2017-05-26 09:12:00 America/Los_Angeles,2017-06-03 11:07:15 America/Los_Angeles,WO-0000036642,1042,14241,14241,5,,Debris & Illegal Dumping,2017-05-26 02:12:00 America/Los_Angeles,Closed,1496491635000,,37.349725,-121.832926,,,,2020-08-25 05:36:54 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,target cart empty,IWM-ILDM-0000014241,{9FDABCFE-1F73-499E-BC7B-FBED5E505C50}
2019-03-14 09:15:00 America/Los_Angeles,2019-03-14 09:19:00 America/Los_Angeles,WO-0000204644,1043,51095,51095,2,,Debris & Illegal Dumping,2019-03-14 02:15:00 America/Los_Angeles,Closed,1552558740000,1 General Debris,37.273393,-121.814545,,,,2020-08-25 05:34:27 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,C/s Skyway Dr. Basketball hoop,IWM-ILDM-0000051095,{EF4A8F12-8561-4054-A731-2965DFE7CB29}
2020-05-15 05:59:00 America/Los_Angeles,2020-05-19 11:23:00 America/Los_Angeles,WO-0000337554,1044,82551,82551,10,,Debris & Illegal Dumping,2020-05-14 22:59:00 America/Los_Angeles,Closed,1589890980000,,37.230933,-121.818328,,,,2020-08-25 05:33:29 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,shopping cart near address,IWM-ILDM-0000082551,{85EE14C1-0963-4A3B-914E-63FCA3487D60}
2019-10-19 14:24:20 America/Los_Angeles,2019-10-28 10:10:00 America/Los_Angeles,WO-0000274145,1045,66567,66567,5,417117,Debris & Illegal Dumping,2019-10-19 07:24:20 America/Los_Angeles,Closed,1572261000000,,37.35855087,-121.83929455,,,191019-000216,2020-08-25 05:37:16 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Many different garbage,IWM-ILDM-0000066567,{9C84E615-35FE-46FD-A203-520C6C8D74B2}
2019-03-05 09:53:54 America/Los_Angeles,2019-03-06 11:24:00 America/Los_Angeles,WO-0000201667,1046,50507,50507,2,293972,Debris & Illegal Dumping,2019-03-05 01:53:54 America/Los_Angeles,Closed,1551871440000,4 Other Furniture,37.26088345,-121.80714425,,,190305-000135,2020-08-25 05:43:49 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Headboard on parkstrip on 105 Roundtable Dr,IWM-ILDM-0000050507,{187F69F2-B2A9-4CB3-AF47-17BCE5566EAB}
2021-07-26 17:14:59 America/Los_Angeles,2021-08-17 13:03:00 America/Los_Angeles,WO-0000445972,1047,115963,115963,5,782329,Debris & Illegal Dumping,2021-07-26 10:14:59 America/Los_Angeles,Closed,1629208980000,"1 Washer/Dryer, ",37.3516253,-121.831365,,,210726-001106,2021-07-18 14:01:32 America/Los_Angeles,2021-08-17 21:01:55 America/Los_Angeles,Sidewalk,IWM-ILDM-0000115963,{70F01C2D-BBCC-4A59-B5FD-B65F911FFE80}
2022-09-02 10:43:50 America/Los_Angeles,,WO-0000529294,1048,140339,140339,2,1085959,Debris & Illegal Dumping,2022-09-02 03:43:50 America/Los_Angeles,Closed,,,37.2749149,-121.8425037,,,220902-000400,2022-08-03 04:01:36 America/Los_Angeles,2022-09-02 11:01:38 America/Los_Angeles,I witnessed a lady pull up to this dumpster and illegally dumping items. When she saw me she jumped in her truck and took off.,IWM-ILDM-0000140339,{D857B13B-E637-4F56-A647-4464952D1B08}
2019-07-20 19:19:12 America/Los_Angeles,2019-07-25 10:45:00 America/Los_Angeles,WO-0000245507,1049,60169,60169,1,365329,Debris & Illegal Dumping,2019-07-20 12:19:12 America/Los_Angeles,Closed,1564055100000,,37.2934077,-121.9815687,,,190720-000242,2020-08-25 05:44:00 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Individual at 4510 Hamilton  ave apt #1 is illegally dumping  again! This has been going on every week for the past 6-7  months. The wheel to their dumpster is also broken and  the dumpster is just left on the curb. Also blocking the fire  hydrant.,IWM-ILDM-0000060169,{26B9BDC8-538B-4575-A783-3335F5331939}
2018-03-09 16:54:13 America/Los_Angeles,2018-03-12 13:11:00 America/Los_Angeles,WO-0000101806,1050,28082,28082,4,132042,Debris & Illegal Dumping,2018-03-09 08:54:13 America/Los_Angeles,Closed,1520863860000,1 Yard Waste,37.42032623,-121.85997958,,,180309-000417,2020-08-25 05:35:59 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Shrubs on East Side of Piedmont between Sydney Court and Madrid Drive,IWM-ILDM-0000028082,{1FE665EF-1B75-42B4-A55F-D649CE917D1C}
2018-07-03 09:52:59 America/Los_Angeles,2018-07-10 05:15:00 America/Los_Angeles,WO-0000132521,1051,35066,35066,3,181789,Debris & Illegal Dumping,2018-07-03 02:52:59 America/Los_Angeles,Closed,1531203300000,"1 Couch , 2 Mattress , 1 Other Furniture",37.34889991,-121.8797379,,,180703-000202,2020-08-25 05:40:05 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress / metal gate and unkept front lawn overgrown,IWM-ILDM-0000035066,{728D0919-22DC-4F3A-A6A7-5439B6971217}
2020-10-05 11:52:43 America/Los_Angeles,2020-10-08 09:47:00 America/Los_Angeles,WO-0000372671,1052,93764,93764,3,608845,Debris & Illegal Dumping,2020-10-05 04:52:43 America/Los_Angeles,Closed,1602154020000,1 Other Furniture,37.33026123,-121.8813324,,,201005-000354,2020-09-08 14:01:18 America/Los_Angeles,2020-10-08 21:01:24 America/Los_Angeles,Table,IWM-ILDM-0000093764,{107E7700-7F77-45F4-9CEB-023F054750B4}
2022-08-03 17:26:53 America/Los_Angeles,2022-08-06 08:04:00 America/Los_Angeles,WO-0000522985,1053,138397,138397,8,1061699,Debris & Illegal Dumping,2022-08-03 10:26:53 America/Los_Angeles,Closed,1659776640000,,37.30706276,-121.7983289,,,220803-000894,2022-07-09 14:02:04 America/Los_Angeles,2022-08-08 21:02:07 America/Los_Angeles,bags were dropped off today 08/03 around1:30pm. since the last week several illegal dumping on Nieman Blvd,IWM-ILDM-0000138397,{B0292A27-481B-4147-A9CA-74EF23C185EC}
2019-08-04 09:01:08 America/Los_Angeles,2019-08-07 10:56:00 America/Los_Angeles,WO-0000249972,1054,61049,61049,9,373978,Debris & Illegal Dumping,2019-08-04 02:01:08 America/Los_Angeles,Closed,1565178960000,"1 Garbage , 1 Shopping Cart , 4 Universal Waste",37.25475864,-121.87153839,,,190804-000082,2020-08-25 05:38:48 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Cart dumped,IWM-ILDM-0000061049,{3912F931-B7B7-405D-A163-432139B282EF}
2018-09-04 13:36:05 America/Los_Angeles,2018-09-10 11:56:00 America/Los_Angeles,WO-0000152047,1055,39734,39734,7,213053,Debris & Illegal Dumping,2018-09-04 06:36:05 America/Los_Angeles,Closed,1536584160000,,37.33699415,-121.8514711,,,180904-000460,2020-08-25 05:48:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage and homeless,IWM-ILDM-0000039734,{EC549022-5E91-42B5-A724-879E305A0A7B}
2017-07-26 16:20:07 America/Los_Angeles,2017-07-27 06:07:00 America/Los_Angeles,WO-0000043211,1056,16221,16221,2,24174,Debris & Illegal Dumping,2017-07-26 09:20:07 America/Los_Angeles,Closed,1501139220000,,37.26749278,-121.83165863,,,170726-000612,2020-08-25 05:36:35 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,Trash is out there for over a month,IWM-ILDM-0000016221,{5F178670-111B-44AD-8FB1-8D775CCE46E1}
2017-09-12 09:52:45 America/Los_Angeles,2017-09-12 12:20:00 America/Los_Angeles,WO-0000058054,1057,19032,19032,3,49732,Debris & Illegal Dumping,2017-09-12 02:52:45 America/Los_Angeles,Closed,1505222400000,,37.330867,-121.883334,,,170912-000210,2020-08-25 05:33:54 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"c/s San Salvador - 1 couch, 1 mattress, 1 box spring on sidewalk in front of 418 S 3rd St.",IWM-ILDM-0000019032,{DC6166B9-7C25-45E4-9269-59E10F48901E}
2019-04-04 14:28:00 America/Los_Angeles,2019-04-04 14:31:00 America/Los_Angeles,WO-0000211228,1058,52505,52505,10,,Debris & Illegal Dumping,2019-04-04 07:28:00 America/Los_Angeles,Closed,1554391860000,3 General Debris,37.246455,-121.842155,,,,2020-08-25 05:35:46 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Glass and mirror against light post,IWM-ILDM-0000052505,{0ACB3446-7165-430A-94A8-161AB4D29636}
2018-05-18 13:49:10 America/Los_Angeles,2018-05-31 06:53:00 America/Los_Angeles,WO-0000119591,1059,32108,32108,4,162200,Debris & Illegal Dumping,2018-05-18 06:49:10 America/Los_Angeles,Closed,1527753180000,"1 Construction Debris , 1 Garbage , 1 General Debris , 1 Yard Waste",37.41490176,-121.86782654,,,180518-000386,2020-08-25 05:38:33 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Giant dirt & trash pile,IWM-ILDM-0000032108,{5A255272-70F9-413A-9DA1-F31CBBFAFA59}
2021-12-02 12:33:00 America/Los_Angeles,2021-12-02 12:34:00 America/Los_Angeles,WO-0000475152,1060,124086,124086,3,,Debris & Illegal Dumping,2021-12-02 04:33:00 America/Los_Angeles,Closed,1638448440000,1 Garbage,37.378791,-121.881187,,,,2021-11-02 09:01:09 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,Bag of garbage,IWM-ILDM-0000124086,{A2D3BFA2-E777-47AA-84AA-17B08E79D5BC}
2019-02-01 09:50:00 America/Los_Angeles,2019-02-01 09:52:00 America/Los_Angeles,WO-0000192918,1061,48828,48828,1,,Debris & Illegal Dumping,2019-02-01 01:50:00 America/Los_Angeles,Closed,1549014720000,"4 Mattress , 1 Other Furniture , 1 TV Set",37.304605,-121.965841,,,,2020-08-25 05:39:23 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,4 mattresses 1 headboard 1 tv,IWM-ILDM-0000048828,{5B7D3D3E-21CB-4112-B7FA-D45A0CBB9438}
2019-08-20 19:42:16 America/Los_Angeles,2019-08-22 10:42:00 America/Los_Angeles,WO-0000255424,1062,62229,62229,2,383946,Debris & Illegal Dumping,2019-08-20 12:42:16 America/Los_Angeles,Closed,1566474120000,,37.25130001,-121.816535,,,190820-000852,2020-08-25 05:44:07 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,A couch dumped,IWM-ILDM-0000062229,{8FAEE7A6-B564-4814-AE8C-80117DEC5898}
2018-09-10 13:33:23 America/Los_Angeles,2018-09-18 18:19:00 America/Los_Angeles,WO-0000153911,1063,40182,40182,4,215974,Debris & Illegal Dumping,2018-09-10 06:33:23 America/Los_Angeles,Closed,1537298340000,,37.41429673,-121.85191769,,,180910-000452,2020-08-25 05:41:38 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Rolled up matress dumped,IWM-ILDM-0000040182,{4782C9AB-3E62-4CCE-8E5E-C1C9202DE344}
2019-08-12 07:25:29 America/Los_Angeles,2019-08-13 11:04:00 America/Los_Angeles,WO-0000252432,1064,61591,61591,4,378321,Debris & Illegal Dumping,2019-08-12 00:25:29 America/Los_Angeles,Closed,1565697840000,"1 General Debris , 1 Other Furniture",37.41248429,-121.87830124,,,190812-000087,2020-08-25 05:42:54 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Assorted junk dumped,IWM-ILDM-0000061591,{348EE5D0-84AA-4BE3-B969-3D5CC6D8B0BF}
2021-09-22 07:56:00 America/Los_Angeles,2021-09-22 13:53:00 America/Los_Angeles,WO-0000460198,1065,119923,119923,6,829820,Debris & Illegal Dumping,2021-09-22 00:56:00 America/Los_Angeles,Closed,1632322380000,,37.2940432,-121.88018,,,210922-000114,2021-08-23 10:01:35 America/Los_Angeles,2021-09-22 17:01:38 America/Los_Angeles,Blocking a fire hydrant,IWM-ILDM-0000119923,{1F405D76-AD81-46E9-B33B-DD532D554EF4}
2017-07-17 14:30:00 America/Los_Angeles,2017-07-17 16:00:00 America/Los_Angeles,WO-0000041151,1066,15821,15821,4,,Debris & Illegal Dumping,2017-07-17 07:30:00 America/Los_Angeles,Closed,1500310800000,,37.38408,-121.856511,,,,2020-08-25 05:43:05 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,FUR,IWM-ILDM-0000015821,{5DF1B748-808E-4865-BF71-2F4350ADAE63}
2019-03-12 14:00:05 America/Los_Angeles,,WO-0000204069,1067,50964,50964,5,297623,Debris & Illegal Dumping,2019-03-12 07:00:05 America/Los_Angeles,Closed,,,37.36824961,-121.80623833,,,190312-000479,2020-08-25 05:49:28 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Car seat dumped on side of road.,IWM-ILDM-0000050964,{11DECE7C-7B9F-4C0A-8CE5-D4FCA6DC9E4F}
2022-04-13 08:56:00 America/Los_Angeles,2022-04-13 09:13:00 America/Los_Angeles,WO-0000501109,1068,131480,131480,1,,Debris & Illegal Dumping,2022-04-13 01:56:00 America/Los_Angeles,Closed,1649844780000,"1 Couch , 2 Mattress , 1 General Debris",37.29588,-121.953051,,,,2022-03-14 04:01:53 America/Los_Angeles,2022-04-13 11:01:57 America/Los_Angeles,"Sofa, 2 mattresses, and scrap wood",IWM-ILDM-0000131480,{C518D688-2BDA-498A-B689-A5ECABB88115}
2018-04-01 17:34:49 America/Los_Angeles,2018-04-10 09:15:00 America/Los_Angeles,WO-0000107437,1069,29296,29296,3,141419,Debris & Illegal Dumping,2018-04-01 10:34:49 America/Los_Angeles,Closed,1523355300000,,37.36176682,-121.88217163,,,180401-000089,2020-08-25 05:46:03 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,The debris is a deteriorating box spring mattress. It was left at the corner of N Bayshore Road,IWM-ILDM-0000029296,{D566F2EF-C31D-4D92-94C9-081D6DDE6836}
2016-09-21 10:50:00 America/Los_Angeles,2016-09-24 11:00:00 America/Los_Angeles,WO-0000019561,1070,8222,8222,7,,Debris & Illegal Dumping,2016-09-21 03:50:00 America/Los_Angeles,Closed,1474718400000,,37.329872,-121.836313,,,,2020-08-25 05:33:36 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Florida Ave bags of garb,IWM-ILDM-0000008222,{D6C56360-F5A3-467E-B732-E97F137AC3C5}
2016-01-17 18:15:00 America/Los_Angeles,2016-01-17 19:20:00 America/Los_Angeles,WO-0000003672,1071,1202,1202,4,,Debris & Illegal Dumping,2016-01-17 10:15:00 America/Los_Angeles,Closed,1453058400000,,37.384019,-121.851048,,,,2020-08-25 05:39:54 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,SOFA & LOVE SEAT,IWM-ILDM-0000001202,{E3DFC5C0-93A3-4F9C-8A34-C2A0DF0A499A}
2022-03-06 09:54:21 America/Los_Angeles,,WO-0000493558,1072,129042,129042,4,943851,Debris & Illegal Dumping,2022-03-06 01:54:21 America/Los_Angeles,Open,,,37.392429,-121.9336119,,,220306-000093,2022-02-04 03:01:07 America/Los_Angeles,2022-03-06 11:01:10 America/Los_Angeles,THIS IS A TEST PLEASE DELETE,IWM-ILDM-0000129042,{A7CD1B0E-187C-4A02-AB5C-5ECF277F7204}
2018-05-16 09:30:38 America/Los_Angeles,2018-05-21 10:25:00 America/Los_Angeles,WO-0000118967,1073,31985,31985,5,160992,Debris & Illegal Dumping,2018-05-16 02:30:38 America/Los_Angeles,Closed,1526901900000,1 Garbage,37.3568195,-121.8405378,,,180516-000178,2020-08-25 05:46:38 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Tenants living in back unit at 141 Foss Ave, specifically resident/owner of White Jeep Patriot (License #7UYL608) continuously dump trash from their abandoned vehicles onto the streets.",IWM-ILDM-0000031985,{414A8AED-A62E-4E22-9C75-948B12C18F22}
2020-02-19 14:45:37 America/Los_Angeles,2020-02-22 06:59:00 America/Los_Angeles,WO-0000314083,1074,75770,75770,3,483139,Debris & Illegal Dumping,2020-02-19 06:45:37 America/Los_Angeles,Closed,1582354740000,"1 Garbage , 1 Mattress , 1 Other Furniture",37.35964589,-121.9025635,,,200219-000404,2020-08-25 05:37:45 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Dumping,IWM-ILDM-0000075770,{FFA909D3-692A-4591-9A35-85A02E8B2F08}
2017-09-07 10:39:59 America/Los_Angeles,2017-09-09 09:46:00 America/Los_Angeles,WO-0000056684,1075,18769,18769,6,47535,Debris & Illegal Dumping,2017-09-07 03:39:59 America/Los_Angeles,Closed,1504953960000,1 Mattress,37.31148,-121.9233,,,170907-000294,2020-08-25 05:34:45 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress at park strip in front of speed sign,IWM-ILDM-0000018769,{624CD734-17B9-44F8-A202-6DE1CC57CD7A}
2019-01-18 09:34:00 America/Los_Angeles,2019-01-23 11:25:00 America/Los_Angeles,WO-0000189055,1076,47949,47949,4,,Debris & Illegal Dumping,2019-01-18 01:34:00 America/Los_Angeles,Closed,1548242700000,"1 Couch , 3 Other Furniture",37.40509,-121.870648,,,,2020-08-25 05:48:34 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,cs Camargo Dr leather sofa acf address,IWM-ILDM-0000047949,{98FFAF71-3A51-420E-8BBC-67C11853B378}
2019-12-10 10:37:49 America/Los_Angeles,2019-12-10 12:00:00 America/Los_Angeles,WO-0000290444,1077,70099,70099,3,444633,Debris & Illegal Dumping,2019-12-10 02:37:49 America/Los_Angeles,Closed,1575979200000,,37.37660217,-121.90572347,,,191210-000149,2020-08-25 05:38:47 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Illegally dumped sofa,IWM-ILDM-0000070099,{C143BBD0-0431-42F8-AC91-29A26039D63E}
2020-09-15 03:03:00 America/Los_Angeles,,WO-0000367516,1078,92280,92280,2,,Debris & Illegal Dumping,2020-09-14 20:03:00 America/Los_Angeles,Closed,,,37.256071,-121.801944,,,,2020-08-25 05:49:44 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Debris in the bike lane, possible screws",IWM-ILDM-0000092280,{81A1FB63-B4BC-40C4-BF53-80775BFDA85C}
2020-04-07 12:45:14 America/Los_Angeles,2020-04-10 05:51:00 America/Los_Angeles,WO-0000328116,1079,79154,79154,3,509713,Debris & Illegal Dumping,2020-04-07 05:45:14 America/Los_Angeles,Closed,1586501460000,,37.34455002,-121.87324259,,,200407-000312,2020-08-25 05:36:02 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage piles by trash can.,IWM-ILDM-0000079154,{FC52C6C0-14D5-4AE8-A88B-9ABC75713941}
2021-07-04 18:25:32 America/Los_Angeles,2021-07-06 09:20:00 America/Los_Angeles,WO-0000439336,1080,113672,113672,6,763314,Debris & Illegal Dumping,2021-07-04 11:25:32 America/Los_Angeles,Closed,1625566800000,"2 Mattress , 1 General Debris , 1 Other Furniture",37.32057621,-121.91780769,,,210704-000239,2021-06-06 14:02:41 America/Los_Angeles,2021-07-06 21:02:58 America/Los_Angeles,Douglas,IWM-ILDM-0000113672,{A31C73AC-5A38-45C3-B896-B761DD936B3B}
2021-03-04 18:13:26 America/Los_Angeles,2021-03-05 08:36:00 America/Los_Angeles,WO-0000405154,1081,102895,102895,3,671022,Debris & Illegal Dumping,2021-03-04 10:13:26 America/Los_Angeles,Closed,1614933360000,,37.34425061,-121.89525462,,,210304-000629,2021-02-03 09:01:12 America/Los_Angeles,2021-03-05 17:01:14 America/Los_Angeles,2 refrigerators,IWM-ILDM-0000102895,{C61BB71F-E93E-4526-B808-CA98CA6980ED}
2021-06-06 13:28:47 America/Los_Angeles,2021-06-07 11:00:00 America/Los_Angeles,WO-0000430708,1082,110639,110639,3,739689,Debris & Illegal Dumping,2021-06-06 06:28:47 America/Los_Angeles,Closed,1623067200000,,37.3616103,-121.8865316,,,210606-000191,2021-05-08 10:01:32 America/Los_Angeles,2021-06-07 17:01:36 America/Los_Angeles,Dumping is occurring at the corner of Hedding and N Bayshore on the 101 side! A homeless encampment and a bunch of illegal dumping has made this corner a complete health and safety disaster. I have observed major appliances being stored just up the slop..,IWM-ILDM-0000110639,{9013144F-43D3-40A0-97FD-EA188F186538}
2018-01-24 14:20:17 America/Los_Angeles,2018-01-30 07:53:00 America/Los_Angeles,WO-0000089865,1083,25408,25408,1,111097,Debris & Illegal Dumping,2018-01-24 06:20:17 America/Los_Angeles,Closed,1517298780000,"2 Couch , 1 Mattress , 2 Other Furniture",37.307569,-121.9718366,,,180124-000395,2020-08-25 05:32:48 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Across the street from 4005 Will Rogers Dr,IWM-ILDM-0000025408,{91AB1305-6CCD-4A89-9FC6-01F6A4A1B807}
2020-04-03 01:39:13 America/Los_Angeles,2020-04-20 11:12:00 America/Los_Angeles,WO-0000327333,1084,78910,78910,8,507780,Debris & Illegal Dumping,2020-04-02 18:39:13 America/Los_Angeles,Closed,1587384720000,,37.32629772,-121.78212192,,,200403-000000,2020-08-25 05:36:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,On Ruby Ave between Quimby and Simberlan,IWM-ILDM-0000078910,{C1DB33E0-0941-410F-AC9B-94B3111D4CAD}
2020-01-28 08:14:52 America/Los_Angeles,2020-01-28 11:49:00 America/Los_Angeles,WO-0000306194,1085,73911,73911,8,470390,Debris & Illegal Dumping,2020-01-28 00:14:52 America/Los_Angeles,Closed,1580212140000,,37.32973424,-121.81312624,,,200128-000059,2020-08-25 05:41:28 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage bags.  VTA entrance by Tully rd behind dealership,IWM-ILDM-0000073911,{88722BEE-723A-466A-9E7C-41BAD9130FA7}
2019-11-12 11:15:00 America/Los_Angeles,2019-11-15 09:25:00 America/Los_Angeles,WO-0000281489,1086,68123,68123,5,,Debris & Illegal Dumping,2019-11-12 03:15:00 America/Los_Angeles,Closed,1573809900000,,37.345686,-121.852102,,,,2020-08-25 05:36:58 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,need to conform YW piles for GreenWaste pick up,IWM-ILDM-0000068123,{D74158DB-5916-46A5-9F64-1B7CA3B8726A}
